0.0012666,0.0059862,0.0090093,0.01116,0.01253,0.013571,0.014713,0.015828,0.015745,0.015069,0.013359,0.0095981,0.0078905,0.0077532,0.0078539,0.0078225,0.0087822,0.0088188,0.011391,0.014382
0.29448,0.29167,0.28728,0.28124,0.27125,0.25418,0.2476,0.24339,0.24516,0.2409,0.23293,0.23314,0.22539,0.21884,0.20724,0.18876,0.18242,0.16919,0.15597,0.13707
-0.36282,-0.36079,-0.35629,-0.34974,-0.34127,-0.32206,-0.31607,-0.30497,-0.29857,-0.29436,-0.29052,-0.28538,-0.2821,-0.27777,-0.26797,-0.25595,-0.24049,-0.22307,-0.20619,-0.19038
-0.27324,-0.28389,-0.28625,-0.28699,-0.29102,-0.29335,-0.29628,-0.30114,-0.30217,-0.30099,-0.30055,-0.29142,-0.28479,-0.26912,-0.25135,-0.22009,-0.20244,-0.2016,-0.19235,-0.18521
-0.0098723,-0.0086819,-0.008815,-0.0033839,-0.0052954,-0.0020722,-0.0012871,-0.0017271,-0.0026731,-0.0043675,-0.0043595,-0.0048532,-0.004541,-0.003594,-0.0021574,0.00023062,0.0023242,0.004317,0.0065908,0.0083338
-0.29034,-0.29942,-0.34166,-0.34722,-0.36597,-0.38536,-0.38299,-0.38666,-0.39099,-0.39266,-0.38817,-0.31268,-0.29756,-0.26128,-0.21913,-0.1805,-0.14311,-0.11063,-0.08034,-0.053055
-0.31541,-0.359,-0.37435,-0.38355,-0.39287,-0.40007,-0.3893,-0.37064,-0.34626,-0.32689,-0.29692,-0.23007,-0.16054,-0.099738,-0.045733,-0.015095,-0.0013497,0.0071656,0.00574,-0.0080279
-0.11011,-0.092505,-0.096592,-0.10367,-0.11239,-0.11619,-0.14097,-0.18017,-0.15339,-0.11953,-0.10757,-0.034926,-0.0060973,0.0027363,0.024861,0.060354,0.070474,0.057444,0.042168,0.026067
0.0052584,0.0042182,0.0055911,0.0047469,0.0022049,0.0017561,0.00087221,0.0014268,0.0029071,0.0037745,0.0038408,0.0039418,0.0036075,0.0033199,0.0025606,0.00158,-0.0013645,-0.0048555,-0.0073337,-0.0097706
-0.039741,-0.035516,-0.05681,-0.083533,-0.10511,-0.12085,-0.12661,-0.1268,-0.12599,-0.12777,-0.12776,-0.12813,-0.12894,-0.13014,-0.1294,-0.12711,-0.12375,-0.12257,-0.11262,-0.10371
-0.16042,-0.15845,-0.16306,-0.16966,-0.16931,-0.17181,-0.17557,-0.17682,-0.1798,-0.18114,-0.18194,-0.18233,-0.18442,-0.18485,-0.18586,-0.18621,-0.18698,-0.18766,-0.18834,-0.18844
-0.014673,-0.023802,-0.038035,-0.041698,-0.046108,-0.053031,-0.05372,-0.061272,-0.06652,-0.065345,-0.065717,-0.066575,-0.064317,-0.060735,-0.063181,-0.066936,-0.079752,-0.089957,-0.11275,-0.14489
-4.1734e-09,5.9541e-10,-5.9404e-10,-1.8108e-10,-4.1297e-10,-3.1737e-10,-5.3872e-10,2.9099e-11,4.4001e-10,1.2816e-09,1.1624e-09,1.2039e-09,1.2421e-09,1.0958e-09,8.8993e-10,5.2518e-11,1.4356e-10,4.5068e-10,7.6949e-10,7.603e-10
0.10108,0.097902,0.099949,0.10056,0.10099,0.10303,0.10201,0.10335,0.10414,0.10406,0.10451,0.10633,0.10623,0.1062,0.10622,0.10551,0.10256,0.099806,0.094656,0.089755
0.044033,0.040034,0.039825,0.038712,0.03814,0.037785,0.034786,0.034655,0.033867,0.033406,0.033089,0.032756,0.031999,0.03208,0.031747,0.031412,0.031146,0.031719,0.033657,0.035121
-0.49197,-0.49383,-0.49544,-0.49784,-0.49992,-0.49949,-0.5004,-0.50093,-0.50151,-0.50209,-0.50268,-0.50431,-0.50411,-0.50458,-0.50477,-0.50504,-0.50675,-0.50705,-0.5085,-0.50828
1.4482e-09,3.5121e-10,6.8848e-10,9.3779e-10,-4.4574e-10,-1.5694e-10,-1.2253e-09,-1.8075e-09,-2.3381e-09,-2.7125e-09,-2.7218e-09,-2.2761e-09,-2.125e-09,-2.1438e-09,-2.6013e-09,-2.6943e-09,-2.0105e-09,-2.2959e-09,-1.918e-09,-1.0231e-09
0.035556,0.024054,0.018652,0.013591,0.011008,0.0082297,0.0055263,0.0026941,0.0013217,0.0016108,0.0018278,0.003627,0.0033648,0.0054879,0.0050744,0.0045547,0.0029908,0.0014997,-0.0021722,-0.0048577
0.068619,0.068666,0.064997,0.064491,0.063316,0.062377,0.061893,0.062092,0.062385,0.062608,0.06243,0.061478,0.058578,0.050994,0.051508,0.046054,0.047228,0.047044,0.049584,0.053888
-0.038144,-0.20197,-0.2689,-0.33464,-0.39048,-0.42545,-0.45035,-0.46505,-0.48108,-0.48034,-0.48648,-0.49025,-0.49334,-0.49523,-0.49595,-0.49634,-0.50075,-0.50117,-0.50185,-0.50345
