-0.00091297,-0.00027431,-0.0011738,-0.0023937,-0.0032058,-0.003676,-0.0032861,-0.003495,-0.0013797,-0.0018076,-0.00184,-0.0016913,-0.0014428,-0.0015293,-0.00063338,-0.00028553,5.105e-05,0.00021964,0.00040717,0.00056724,0.00074863,0.0025523,0.0077112,0.0062675,0.0065475,0.0068929,0.007109,0.0080361,0.0082373,0.0091023,0.009647,0.0094052,0.008608,0.0082787,0.0078882,0.0078877,0.0083733
0.056312,0.058174,0.058327,0.059974,0.061542,0.064671,0.069891,0.069004,0.079985,0.082365,0.089831,0.08796,0.093744,0.096291,0.10362,0.10819,0.11524,0.12054,0.1252,0.1317,0.13603,0.14076,0.14553,0.14644,0.14753,0.14892,0.1502,0.15133,0.1522,0.15214,0.15087,0.15152,0.15115,0.14833,0.14497,0.13859,0.13654
-0.080552,-0.082883,-0.08408,-0.08756,-0.091869,-0.097096,-0.10435,-0.10996,-0.11786,-0.1262,-0.13948,-0.14328,-0.14576,-0.14788,-0.15698,-0.16363,-0.17079,-0.17989,-0.18082,-0.18673,-0.19109,-0.19455,-0.20007,-0.20071,-0.20316,-0.20537,-0.20475,-0.2065,-0.20608,-0.20536,-0.2055,-0.20479,-0.20056,-0.19791,-0.1905,-0.18434,-0.17603
-0.10002,-0.10739,-0.11337,-0.12153,-0.12554,-0.12573,-0.12981,-0.12989,-0.13222,-0.13321,-0.13379,-0.13396,-0.13445,-0.13761,-0.13883,-0.14182,-0.14433,-0.14712,-0.14853,-0.15124,-0.15205,-0.15443,-0.15266,-0.1514,-0.14739,-0.14099,-0.13478,-0.13009,-0.12659,-0.12152,-0.10896,-0.10859,-0.10153,-0.097507,-0.094514,-0.09215,-0.090981
0.0064309,0.0061289,0.0052236,0.0044215,0.0029103,0.0031306,0.0027989,0.0028833,0.0023257,0.0024187,0.0020323,0.0020437,0.0018087,0.0016049,0.0012372,0.0008509,0.00014962,-0.0010035,-0.0003614,-0.00018083,-0.00022646,-0.0019892,-0.0031948,0.00046102,0.00052279,0.00023459,-5.9004e-05,-0.00025655,0.00042629,0.0008734,0.0014516,0.0022987,0.0033687,0.0045568,0.0057488,0.0075507,0.0079734
-0.0034024,-0.0020587,-0.0021693,-0.0036629,-0.0047346,-0.0050064,-0.0052794,-0.0054839,-0.0055591,-0.0055228,-0.0057126,-0.0060579,-0.0059734,-0.0062452,-0.0064604,-0.0072679,-0.0073826,-0.0076218,-0.0077691,-0.0091582,-0.01009,-0.0085449,-0.0077195,-0.010164,-0.012623,-0.013464,-0.014412,-0.01561,-0.015476,-0.016896,-0.017995,-0.019379,-0.019401,-0.020794,-0.023871,-0.024374,-0.026866
-0.15419,-0.15152,-0.14988,-0.14894,-0.15015,-0.14936,-0.14908,-0.14884,-0.14882,-0.14877,-0.14878,-0.14872,-0.14854,-0.14843,-0.14798,-0.14768,-0.14738,-0.14733,-0.14692,-0.14651,-0.14555,-0.14546,-0.14444,-0.14367,-0.14296,-0.14297,-0.14292,-0.14293,-0.14292,-0.14292,-0.14293,-0.14298,-0.14311,-0.14324,-0.14352,-0.14377,-0.14385
0.039082,0.037558,0.038962,0.037947,0.037571,0.038597,0.039312,0.040272,0.040204,0.041908,0.042142,0.04242,0.041376,0.040926,0.039238,0.037895,0.035869,0.03381,0.031269,0.029179,0.028007,0.027847,0.02806,0.026737,0.025386,0.025209,0.024872,0.0245,0.024453,0.024344,0.024362,0.024319,0.024341,0.024347,0.02433,0.024335,0.023867
-0.010861,-0.0057667,-0.0037476,-0.0018581,-0.001228,-0.00059673,-0.00035597,-0.00034472,-0.0004028,-0.00027221,-0.00024202,-0.00016222,0.00018466,0.00045131,0.0020769,0.0019026,0.0024999,0.0031313,0.0035212,0.0033013,0.0039013,0.0054049,0.0067271,0.0024545,-0.0014925,-0.001604,-0.0021014,-0.0028434,-0.0022886,-0.0025193,-0.0032213,-0.0047354,-0.0051432,-0.0061492,-0.0073547,-0.0092935,-0.010341
-0.28778,-0.35091,-0.38722,-0.41262,-0.43202,-0.44411,-0.45124,-0.45515,-0.45782,-0.45901,-0.46012,-0.4607,-0.46014,-0.45973,-0.46036,-0.46097,-0.46513,-0.46328,-0.46338,-0.46486,-0.46668,-0.4584,-0.45299,-0.4575,-0.46089,-0.38432,-0.34657,-0.31456,-0.27046,-0.23063,-0.19735,-0.16223,-0.13488,-0.11015,-0.099819,-0.09401,-0.088071
