0.0048341,0.005572,0.0055758,0.0058787,0.0060087,0.0058685,0.0059437,0.0061589,0.0064446,0.0082622,0.013263,0.018913,0.023831,0.023581,0.0252,0.026073,0.027061,0.017727,0.0041282,-0.0013975,-0.0046619,-0.0056141,-0.0090479,-0.010391,-0.0082088,-0.0048941,-0.00050927,0.0059996,0.0061303,0.0085937,0.0099697,0.012645,0.012966,0.012457
0.24208,0.23797,0.23129,0.22638,0.21996,0.21539,0.21417,0.21403,0.21124,0.21194,0.2109,0.21122,0.21465,0.2176,0.21918,0.22403,0.22624,0.23346,0.24073,0.24709,0.24591,0.25146,0.25826,0.26261,0.26575,0.26491,0.2674,0.26946,0.27297,0.27171,0.27243,0.27129,0.26781,0.26259
-0.30636,-0.29452,-0.28289,-0.2827,-0.26982,-0.26971,-0.26635,-0.25716,-0.25802,-0.25785,-0.26164,-0.26661,-0.27179,-0.27932,-0.2809,-0.28562,-0.29015,-0.30116,-0.31103,-0.31851,-0.32455,-0.32917,-0.33247,-0.3349,-0.337,-0.33803,-0.33882,-0.34012,-0.34217,-0.3408,-0.33949,-0.33546,-0.33142,-0.32398
-0.055489,-0.056354,-0.057888,-0.059451,-0.062702,-0.067575,-0.072931,-0.0837,-0.099901,-0.099124,-0.10735,-0.11143,-0.11524,-0.11947,-0.12211,-0.1226,-0.12206,-0.12778,-0.12721,-0.12794,-0.12758,-0.12635,-0.12618,-0.12563,-0.12384,-0.12217,-0.1169,-0.11866,-0.1166,-0.11134,-0.10651,-0.092979,-0.087885,-0.086552
0.00091136,0.0019822,0.0029921,0.0038916,0.0046171,0.004237,0.0040924,0.004505,0.0042785,0.0031002,-0.0025728,-0.0082111,-0.012118,-0.013968,-0.016126,-0.016079,-0.017655,-0.010961,-0.001989,0.00068898,0.00088346,0.0016985,0.0018295,0.00010322,0.0011002,0.0012691,-0.00012758,-0.00011449,-0.00032659,-0.00034637,-0.00026891,3.5393e-05,0.00065439,0.00059259
-0.031818,-0.033979,-0.036318,-0.042818,-0.042801,-0.042064,-0.041196,-0.042217,-0.04041,-0.037782,-0.028467,-0.015416,-0.01068,-0.0076968,-0.0064541,-0.0044256,-0.002486,-0.015202,-0.03151,-0.040973,-0.040268,-0.040806,-0.040681,-0.039418,-0.040256,-0.040421,-0.039661,-0.039964,-0.039705,-0.040217,-0.040252,-0.040532,-0.040434,-0.040045
-0.13182,-0.1316,-0.13159,-0.13139,-0.1312,-0.13087,-0.13037,-0.12838,-0.12602,-0.12622,-0.12432,-0.12004,-0.11868,-0.12012,-0.11889,-0.11881,-0.11861,-0.12215,-0.12418,-0.12495,-0.12503,-0.12286,-0.12427,-0.12223,-0.12105,-0.1198,-0.118,-0.12005,-0.12098,-0.1221,-0.12188,-0.12216,-0.12947,-0.12509
0.017723,0.015138,0.015725,0.015383,0.015535,0.016294,0.01671,0.016538,0.017805,0.017514,0.01971,0.020885,0.022468,0.024602,0.023924,0.025704,0.025195,0.026294,0.026341,0.026153,0.026012,0.020996,0.021304,0.01607,0.013015,0.0097976,-0.002016,-0.008743,-0.01071,-0.011911,-0.012256,-0.013166,-0.013156,-0.013198
0.00081147,0.00062703,-0.0012785,-0.0042199,-0.0054931,-0.0037618,-0.003057,-0.0036983,-0.0032613,-0.0025371,0.00059423,0.0041591,0.0060192,0.0074585,0.0083207,0.0093313,0.0097577,0.0098267,0.014356,0.018327,0.019324,-0.015148,-0.0095484,-0.0061859,-0.0024118,-0.001992,-0.00052194,-0.00058538,-0.00027705,-0.00039626,-0.0006896,-0.00087119,-0.00087135,-0.0014032
-0.11195,-0.10706,-0.10382,-0.10175,-0.09718,-0.092692,-0.093928,-0.095644,-0.10429,-0.16533,-0.25627,-0.31054,-0.32351,-0.31894,-0.34072,-0.33899,-0.35822,-0.37269,-0.3766,-0.38,-0.38156,-0.40562,-0.49984,-0.4032,-0.39004,-0.35184,-0.32515,-0.30056,-0.25144,-0.21891,-0.18724,-0.15702,-0.12798,-0.10303
-0.32186,-0.30191,-0.30908,-0.32284,-0.34964,-0.39974,-0.45189,-0.50431,-0.5883,-0.60735,-0.61431,-0.60761,-0.62357,-0.64549,-0.64649,-0.651,-0.64116,-0.62633,-0.62421,-0.61177,-0.5764,-0.56093,-0.53084,-0.5236,-0.51556,-0.47983,-0.43549,-0.38488,-0.3221,-0.25035,-0.20114,-0.16463,-0.14161,-0.13408
-0.0045424,-0.0052243,-0.022438,-0.056655,-0.06673,-0.051858,-0.076355,-0.10965,-0.10882,-0.11853,-0.11186,-0.093827,-0.050604,-0.04768,-0.028854,-0.023602,-0.060423,-0.1066,-0.14737,-0.1584,-0.17104,-0.28037,-0.11922,-0.1431,-0.08808,-0.06934,-0.058924,-0.020718,0.0061954,0.01616,0.038148,0.067724,0.078489,0.077595
-8.9401e-10,-8.0337e-10,-5.7696e-10,-8.8399e-10,-5.3467e-10,-9.7466e-10,-1.0054e-09,-1.5717e-09,-4.802e-10,-5.1467e-10,-4.7937e-10,-3.0026e-10,-3.05e-10,-1.8362e-10,-2.7675e-10,-2.6472e-10,-2.853e-10,-3.0704e-11,3.3558e-10,1.415e-10,2.2167e-10,7.1613e-10,8.0241e-10,9.7828e-10,1.0569e-09,1.2036e-09,1.0624e-09,1.0278e-09,9.5025e-10,6.5207e-10,7.2979e-10,8.697e-10,8.0515e-10,-1.4225e-09
0.065498,0.065596,0.06605,0.06703,0.06724,0.069786,0.068812,0.072655,0.073835,0.073913,0.07739,0.081694,0.08207,0.083317,0.085522,0.085741,0.085638,0.083399,0.080257,0.077952,0.077048,0.07651,0.075522,0.074782,0.074469,0.07393,0.073334,0.072598,0.071921,0.071686,0.071393,0.070091,0.067679,0.067569
0.061714,0.061293,0.06052,0.06043,0.060225,0.060224,0.059019,0.058712,0.057377,0.05716,0.056624,0.055441,0.054419,0.054021,0.053927,0.053946,0.054064,0.05511,0.055009,0.05523,0.057492,0.060639,0.058998,0.060043,0.060008,0.059813,0.059639,0.059833,0.059908,0.059687,0.059487,0.057722,0.058699,0.057838
-0.61308,-0.61324,-0.61361,-0.61401,-0.61449,-0.61535,-0.61619,-0.6175,-0.61789,-0.61758,-0.61729,-0.61741,-0.61739,-0.61737,-0.61736,-0.61733,-0.61727,-0.61917,-0.62108,-0.62146,-0.62174,-0.62172,-0.62175,-0.62171,-0.62167,-0.62144,-0.62142,-0.62115,-0.62082,-0.62016,-0.61929,-0.61906,-0.6178,-0.61769
6.7086e-10,-9.6637e-11,-2.2983e-11,6.6912e-10,7.0976e-10,6.4862e-10,7.9872e-10,6.1319e-10,5.6384e-10,6.6888e-10,2.7838e-10,3.4628e-10,5.6597e-10,4.8187e-10,4.9504e-10,2.4541e-10,2.676e-10,2.7316e-10,3.9729e-10,1.806e-10,8.7319e-11,7.7651e-11,1.9345e-10,3.2435e-10,-3.1329e-10,-4.5716e-10,-6.4894e-10,-3.6374e-10,2.6781e-10,6.2558e-10,3.8729e-10,7.916e-10,6.4158e-10,6.737e-10
