0.0019794,0.0030028,0.0038969,0.0044331,0.0045091,0.0059631,0.0078131,0.010525,0.010599,0.011725,0.01164,0.012437,0.013533,0.015043,0.020301,0.020368,0.021126,0.019844,0.017661,0.016776,0.017266,0.01782,0.020039,0.020058,0.021294,0.021914,0.021545,0.020692
-0.010788,-0.002237,-0.0002367,0.0088465,0.013879,0.018371,0.030762,0.027811,0.035029,0.040678,0.045362,0.053253,0.06136,0.068698,0.075299,0.078906,0.085287,0.0955,0.10461,0.11093,0.11558,0.11889,0.12324,0.12656,0.12947,0.13254,0.13296,0.13131
-0.0053645,-0.012506,-0.021044,-0.035219,-0.044395,-0.056619,-0.0593,-0.068897,-0.079795,-0.087255,-0.098034,-0.10023,-0.10639,-0.11655,-0.12329,-0.12697,-0.12805,-0.13756,-0.14645,-0.15666,-0.15588,-0.15945,-0.16532,-0.17273,-0.1756,-0.17687,-0.17512,-0.17706
-0.078239,-0.082718,-0.087195,-0.093591,-0.092466,-0.093885,-0.09624,-0.096959,-0.097277,-0.098071,-0.098692,-0.10103,-0.10119,-0.10336,-0.10982,-0.10629,-0.10943,-0.10881,-0.10695,-0.10573,-0.10501,-0.105,-0.10316,-0.0987,-0.091426,-0.08355,-0.070368,-0.063407
0.020007,0.012674,0.012458,0.0066482,0.0070138,0.0044845,-0.00067871,-0.00015818,-0.0017036,-0.002398,-0.0044034,-0.0048586,-0.0065659,-0.0083403,-0.01051,-0.012707,-0.013221,-0.0087711,-0.0051827,-0.0052038,-0.0044144,-0.0038243,-0.0030362,-0.0024871,-0.0015385,-0.001334,-0.00011794,0.0018732
-0.028715,-0.015545,-0.01408,-0.019538,-0.026345,-0.029281,-0.032102,-0.031342,-0.031931,-0.032798,-0.033493,-0.035894,-0.0345,-0.034466,-0.035161,-0.035698,-0.036036,-0.043356,-0.05212,-0.050812,-0.053661,-0.053088,-0.054548,-0.055668,-0.056645,-0.058413,-0.059861,-0.065479
-0.16417,-0.16357,-0.16423,-0.1679,-0.17746,-0.18651,-0.20648,-0.206,-0.21146,-0.21564,-0.21715,-0.21889,-0.21983,-0.21997,-0.22032,-0.22029,-0.22015,-0.21929,-0.21997,-0.21931,-0.21845,-0.21671,-0.21044,-0.21075,-0.2098,-0.21106,-0.20917,-0.20352
0.050592,0.051691,0.051203,0.049886,0.05147,0.052866,0.052935,0.053057,0.055377,0.055336,0.055484,0.055012,0.054548,0.05451,0.053624,0.052765,0.051917,0.051206,0.049664,0.04625,0.046236,0.04659,0.045205,0.043402,0.040567,0.037706,0.03836,0.037427
-0.025131,-0.019524,-0.012692,-0.0082319,-0.0034557,-0.0035481,-0.00021897,0.0030701,0.0049298,0.0071232,0.0079505,0.0090015,0.01022,0.011104,0.01171,0.012058,0.012231,0.005501,0.0034579,0.0027991,0.0019448,0.0016659,0.0017303,0.0014373,0.0011564,-0.00013732,-0.0022442,-0.0038123
-0.25525,-0.28038,-0.31508,-0.33848,-0.35821,-0.36911,-0.36592,-0.3628,-0.35864,-0.3549,-0.35665,-0.36102,-0.36373,-0.36581,-0.36518,-0.36118,-0.3537,-0.40127,-0.35259,-0.33877,-0.31642,-0.28684,-0.25127,-0.20661,-0.16773,-0.12742,-0.090507,-0.062222
-0.32433,-0.35515,-0.40007,-0.43242,-0.4399,-0.44607,-0.45992,-0.48997,-0.49676,-0.51394,-0.52149,-0.50728,-0.49511,-0.4942,-0.50309,-0.5154,-0.52196,-0.47227,-0.45427,-0.40726,-0.33941,-0.27202,-0.22397,-0.19173,-0.16451,-0.14219,-0.13116,-0.12048
-0.1832,-0.15868,-0.28445,-0.27793,-0.28851,-0.2102,-0.18333,-0.17673,-0.19921,-0.22599,-0.25191,-0.27451,-0.25713,-0.18704,-0.26931,-0.32386,-0.20305,-0.23671,-0.18982,-0.18321,-0.12402,-0.086023,-0.015391,0.0077498,0.023233,0.03634,0.042802,0.051198
1.6364e-10,1.5093e-10,1.3985e-10,1.371e-10,4.5282e-11,-3.1332e-10,-6.116e-10,-8.1274e-10,-1.6362e-09,-1.2689e-11,-2.2987e-09,-6.1963e-10,-1.0169e-09,-1.158e-09,-2.6109e-09,-2.2179e-09,-2.9083e-09,-2.5233e-09,-1.6592e-09,-2.447e-09,-3.0338e-09,-2.4985e-09,-2.4797e-09,-2.3226e-09,-9.9293e-10,-9.6721e-10,-6.8704e-10,-5.7693e-10
0.10252,0.10269,0.10264,0.10302,0.10328,0.10398,0.10455,0.10513,0.10548,0.10607,0.10648,0.10667,0.10644,0.10625,0.10578,0.10403,0.10512,0.10423,0.10459,0.10458,0.10515,0.10594,0.10749,0.10925,0.10875,0.1078,0.1082,0.10713
0.03305,0.03309,0.033162,0.033203,0.033232,0.033212,0.033189,0.033222,0.033306,0.033411,0.033408,0.033511,0.033502,0.033569,0.033652,0.033718,0.033705,0.033699,0.033666,0.03359,0.033502,0.033374,0.033181,0.032971,0.032506,0.031332,0.030154,0.029317
-0.53493,-0.54082,-0.55836,-0.56054,-0.40372,-0.47295,-0.50747,-0.51784,-0.53889,-0.54458,-0.55463,-0.55731,-0.56036,-0.56204,-0.56328,-0.56539,-0.56689,-0.57024,-0.57461,-0.57682,-0.57705,-0.57835,-0.58072,-0.58363,-0.5851,-0.58619,-0.58811,-0.58665
1.9992e-09,1.5172e-09,1.514e-09,1.2487e-09,1.4176e-09,1.5456e-09,1.5786e-09,1.6227e-09,1.1183e-09,1.4353e-09,9.8789e-10,3.4466e-09,2.7833e-09,2.4665e-09,8.352e-10,5.9735e-10,2.9562e-10,-1.0045e-09,-1.4965e-09,-1.7704e-09,-1.5793e-09,-1.7724e-09,-1.3261e-09,-1.2846e-09,7.2171e-11,-5.0789e-10,-1.0784e-09,-1.9594e-10
0.084007,0.090075,0.096622,0.099874,0.1086,0.11223,0.11905,0.12433,0.1297,0.13284,0.13697,0.13966,0.14219,0.14419,0.14708,0.15371,0.15381,0.15083,0.15164,0.15201,0.15143,0.15119,0.15111,0.14971,0.14822,0.14196,0.13415,0.12694
0.029382,0.029125,0.028966,0.029529,0.030608,0.030323,0.029956,0.030071,0.029695,0.029201,0.027664,0.028598,0.028001,0.026785,0.023212,0.023754,0.022944,0.021602,0.021586,0.021879,0.022251,0.022447,0.022949,0.02328,0.024377,0.025756,0.028919,0.030018
-0.59139,-0.59173,-0.59263,-0.5938,-0.5948,-0.59641,-0.59826,-0.59996,-0.60138,-0.60389,-0.60687,-0.60913,-0.60893,-0.61004,-0.6122,-0.61192,-0.61374,-0.61483,-0.61476,-0.61533,-0.61558,-0.61603,-0.61698,-0.61665,-0.61687,-0.61685,-0.61692,-0.61691
