0.0045187,0.0056584,0.0057936,0.0063534,0.0068385,0.0077846,0.0073512,0.0081233,0.009889,0.011402,0.013294,0.013651,0.013829,0.013626,0.012685,0.012238,0.0085031,0.011729,0.006042,0.0079023,0.010276,0.0085087,0.0094599,0.010791,0.012229,0.013383,0.01313,0.013334,0.013407
0.16032,0.16054,0.16081,0.16208,0.16428,0.16792,0.17203,0.1803,0.18643,0.19444,0.19761,0.21297,0.2094,0.2161,0.21987,0.22284,0.23112,0.2365,0.23777,0.23851,0.2381,0.23679,0.23528,0.23101,0.22587,0.21631,0.21324,0.19637,0.19734
-0.20596,-0.20572,-0.20751,-0.21319,-0.21529,-0.22377,-0.23874,-0.24082,-0.25041,-0.25991,-0.26719,-0.28177,-0.28424,-0.28506,-0.28637,-0.28956,-0.29704,-0.30238,-0.30318,-0.30306,-0.30286,-0.30257,-0.29902,-0.29415,-0.29378,-0.28477,-0.27224,-0.25869,-0.25734
-0.090785,-0.094746,-0.104,-0.12396,-0.1274,-0.13793,-0.13709,-0.14556,-0.14672,-0.14864,-0.14964,-0.15151,-0.15206,-0.15421,-0.15423,-0.15243,-0.14334,-0.13311,-0.13629,-0.13335,-0.12881,-0.12667,-0.11946,-0.11161,-0.10174,-0.086684,-0.076008,-0.075111,-0.070418
-0.010741,-0.016904,-0.017809,-0.021047,-0.021076,-0.021864,-0.021579,-0.022649,-0.023271,-0.024057,-0.024563,-0.024842,-0.026303,-0.026049,-0.026558,-0.027992,-0.022663,-0.018094,-0.014704,-0.014792,-0.014064,-0.013719,-0.012805,-0.012429,-0.01114,-0.009665,-0.0067827,-0.0068514,-0.0060781
-0.17756,-0.16143,-0.15579,-0.14771,-0.13982,-0.14044,-0.1391,-0.13694,-0.13476,-0.13491,-0.13509,-0.13388,-0.13178,-0.1324,-0.13219,-0.13196,-0.13723,-0.13965,-0.14274,-0.14113,-0.13962,-0.1342,-0.13395,-0.13298,-0.13133,-0.13077,-0.13005,-0.12875,-0.12815
-0.22762,-0.22673,-0.22778,-0.2287,-0.22949,-0.23029,-0.22879,-0.22831,-0.22817,-0.22776,-0.22742,-0.22462,-0.22404,-0.22269,-0.22117,-0.21966,-0.22018,-0.22137,-0.21952,-0.21972,-0.21949,-0.2195,-0.21951,-0.2196,-0.21965,-0.21972,-0.21966,-0.21945,-0.21885
-0.022798,-0.031841,-0.033992,-0.03135,-0.032621,-0.027416,-0.028696,-0.029336,-0.030984,-0.03302,-0.033928,-0.028895,-0.020829,-0.020534,-0.018545,-0.018945,-0.012988,-0.0078435,-0.0096359,-0.012663,-0.015533,-0.016485,-0.014695,-0.014686,-0.014819,-0.013213,-0.021893,-0.019213,-0.024644
0.0091518,0.012727,0.014834,0.014713,0.016014,0.017315,0.018284,0.019375,0.020112,0.020676,0.020891,0.021429,0.021677,0.02181,0.021312,0.02069,0.015001,0.013492,0.012771,0.01176,0.010944,0.011042,0.010223,0.0098457,0.0082056,0.0066213,0.0048918,0.0034581,0.0025984
-0.30073,-0.35222,-0.37286,-0.38928,-0.40433,-0.41738,-0.41971,-0.42892,-0.43577,-0.44182,-0.449,-0.44715,-0.44756,-0.44886,-0.45161,-0.45572,-0.49572,-0.4058,-0.37946,-0.30687,-0.2711,-0.23748,-0.20624,-0.17992,-0.14677,-0.11607,-0.097914,-0.085533,-0.07405
-0.49546,-0.51266,-0.51138,-0.51797,-0.51924,-0.51611,-0.52341,-0.52178,-0.52219,-0.51605,-0.50805,-0.50126,-0.49392,-0.49376,-0.4942,-0.48903,-0.42537,-0.44576,-0.46307,-0.45287,-0.43483,-0.41195,-0.36223,-0.31802,-0.26884,-0.22785,-0.18935,-0.1871,-0.18458
-0.1112,-0.35316,-0.4104,-0.31333,-0.284,-0.2438,-0.216,-0.36524,-0.37744,-0.33066,-0.31507,-0.24117,-0.21191,-0.33559,0.20395,0.20159,0.10837,-0.1589,-0.12364,-0.072059,-0.046318,-0.019566,-0.0084691,0.0036972,0.012021,0.011667,0.03102,0.031136,0.041005
