0.0005205,0.001317,0.0028536,0.0058134,0.0077675,0.0097413,0.0089624,0.0079205,0.0069099,0.0066294,0.0069671,0.0077645,0.0073688,0.0074975,0.0077156,0.010236,0.014089,0.016859,0.020431,0.02371,0.026059,0.028381,0.030703,0.033159,0.035594,0.037143
0.16098,0.17167,0.18678,0.19219,0.20245,0.21393,0.21361,0.22205,0.23495,0.25092,0.25747,0.26343,0.26964,0.269,0.26987,0.26698,0.26668,0.26927,0.26927,0.26978,0.27003,0.27042,0.27248,0.27249,0.27341,0.27224
-0.22697,-0.2432,-0.26418,-0.26797,-0.27658,-0.28392,-0.29045,-0.29524,-0.30956,-0.32456,-0.33139,-0.33909,-0.34406,-0.34708,-0.34922,-0.34925,-0.35198,-0.35188,-0.3516,-0.35115,-0.35076,-0.35055,-0.35041,-0.35024,-0.35048,-0.34964
-0.14461,-0.1529,-0.15253,-0.15569,-0.15498,-0.14999,-0.13966,-0.13514,-0.13107,-0.12674,-0.11083,-0.11285,-0.10632,-0.0975,-0.090128,-0.08976,-0.097621,-0.098568,-0.10336,-0.10277,-0.1019,-0.096264,-0.088248,-0.081295,-0.060646,-0.057983
-0.010519,-0.012257,-0.012351,-0.017129,-0.022082,-0.0241,-0.024523,-0.026424,-0.019432,-0.013047,-0.013369,-0.010361,-0.0015393,0.0029026,0.0025513,0.0016148,-0.00092584,-0.00062974,-0.0017271,-0.0029295,-0.0035703,-0.0040887,-0.0041828,-0.0040687,-0.0036986,-0.0034017
-0.0063087,-0.0056059,-0.0037766,0.011678,0.013019,0.012284,0.012931,0.01496,0.0038431,-0.0065674,-0.01229,-0.017331,-0.036004,-0.050005,-0.049407,-0.054735,-0.04846,-0.043375,-0.042332,-0.036569,-0.036092,-0.035021,-0.033182,-0.03259,-0.032132,-0.031031
-0.13724,-0.13913,-0.13918,-0.14054,-0.1411,-0.14074,-0.14134,-0.14121,-0.14246,-0.14272,-0.14226,-0.14215,-0.14225,-0.14208,-0.14164,-0.14123,-0.14103,-0.14106,-0.14104,-0.14106,-0.14107,-0.14126,-0.1424,-0.14247,-0.143,-0.14395
0.0047094,0.0079198,0.0078757,0.0067545,0.0050334,0.0058706,0.0049635,0.0026559,0.0028049,0.002375,0.00053932,-0.002408,-0.0034657,-0.0086054,-0.013932,-0.01797,-0.029508,-0.038291,-0.04154,-0.050992,-0.052167,-0.05589,-0.06642,-0.066954,-0.069147,-0.062092
0.01158,0.011884,0.01211,0.012889,0.014704,0.015552,0.015598,0.016132,-0.011122,-0.0070366,-0.0081762,-0.0056636,-0.0011675,0.0077029,0.007095,-0.0062575,-0.0033345,4.8973e-05,0.0022335,0.00421,0.0046787,0.0057043,0.0058269,0.00517,0.0043496,0.0040332
-0.47842,-0.50094,-0.51607,-0.51382,-0.51169,-0.50645,-0.49744,-0.49169,-0.55766,-0.55077,-0.54992,-0.55455,-0.55809,-0.56806,-0.57982,-0.58634,-0.52184,-0.50383,-0.46878,-0.40312,-0.35992,-0.30753,-0.26087,-0.22377,-0.1918,-0.16262
