0.00028876,-0.001555,-0.0035758,-0.0033759,-0.0028486,-0.0022611,-0.0015924,-0.00043031,0.00097699,0.001996,0.0025704,0.005297,0.0075183,0.0097312,0.010978,0.013336,0.017853,0.017412,0.018774,0.021909,0.025265,0.025218,0.025216,0.025269,0.02607,0.027784,0.030226,0.031969,0.032498,0.031785,0.025075,0.024179,0.017351,0.014698,0.014369,0.010596,0.010083,0.0081273
0.034582,0.034734,0.035716,0.044633,0.047658,0.051079,0.057129,0.063671,0.070143,0.076567,0.085344,0.090305,0.09097,0.092917,0.09252,0.095978,0.10534,0.10481,0.10575,0.10376,0.097481,0.095295,0.090234,0.084399,0.075614,0.071455,0.063377,0.057432,0.052991,0.050339,0.04737,0.044888,0.041944,0.03859,0.034532,0.0256,0.019802,0.019528
-0.061313,-0.062885,-0.06662,-0.076648,-0.077288,-0.085469,-0.093498,-0.10283,-0.10857,-0.11941,-0.1199,-0.12701,-0.12584,-0.12711,-0.12642,-0.12892,-0.13163,-0.13598,-0.13563,-0.13062,-0.12464,-0.11671,-0.11605,-0.10785,-0.10271,-0.09712,-0.09234,-0.085325,-0.084744,-0.080685,-0.074045,-0.068321,-0.057231,-0.057896,-0.051625,-0.043461,-0.035939,-0.030731
-0.11425,-0.12279,-0.13143,-0.14094,-0.15012,-0.15623,-0.16034,-0.16215,-0.16354,-0.16418,-0.1658,-0.16632,-0.16763,-0.16799,-0.16795,-0.1623,-0.15339,-0.14062,-0.1218,-0.11961,-0.11358,-0.11377,-0.11356,-0.11354,-0.11338,-0.11307,-0.11292,-0.11202,-0.10933,-0.1029,-0.09101,-0.073164,-0.06942,-0.055754,-0.050561,-0.050021,-0.04643,-0.043146
0.0045507,0.0023992,0.0015028,0.0015665,0.000635,0.00026928,5.0407e-05,-0.00036462,-0.0010654,-0.00081541,-0.0014716,-0.0026201,-0.0041538,-0.0055197,-0.0070245,-0.0074359,-0.0067998,-0.0047367,-0.0012266,0.00082783,0.0037128,0.0048526,0.0060881,0.0059739,0.0072032,0.0075275,0.0081323,0.0086918,0.0090377,0.0096792,0.010171,0.010784,0.011607,0.012578,0.013703,0.014606,0.015809,0.018707
-0.022487,-0.022006,-0.019292,-0.033693,-0.048795,-0.042834,-0.032326,-0.028193,-0.023283,-0.022846,-0.020859,-0.015199,-0.01532,-0.013038,-0.0034179,-0.0055653,-0.0065395,-0.01405,-0.022706,-0.029013,-0.062181,-0.077475,-0.090605,-0.099633,-0.1053,-0.087147,-0.071136,-0.06018,-0.05027,-0.060798,-0.06942,-0.070744,-0.073168,-0.062951,-0.06312,-0.074098,-0.079606,-0.071826
-0.13984,-0.14115,-0.14214,-0.15044,-0.15927,-0.15951,-0.15957,-0.15774,-0.15958,-0.15695,-0.15828,-0.15528,-0.15525,-0.15198,-0.15243,-0.15283,-0.15289,-0.15285,-0.15305,-0.15315,-0.15805,-0.16322,-0.1677,-0.16737,-0.16906,-0.16579,-0.16178,-0.15977,-0.15896,-0.1635,-0.17131,-0.17883,-0.17766,-0.17355,-0.17131,-0.17287,-0.17354,-0.17071
0.057334,0.058023,0.057556,0.068674,0.079047,0.084076,0.093826,0.095737,0.095052,0.0918,0.085369,0.078647,0.074641,0.069523,0.068027,0.070517,0.067105,0.062703,0.056219,0.04296,0.036638,0.027339,0.029162,0.038033,0.048786,0.03967,0.032591,0.037556,0.036578,0.033369,0.03221,0.034455,0.033274,0.028846,0.02893,0.034973,0.034337,0.044954
-0.004935,-0.0022513,0.00073142,0.00060488,0.00094308,0.0014881,0.0019338,0.002401,0.0027996,0.0036023,0.0037049,0.0046897,0.0056979,0.0063935,0.0070828,0.0067919,0.0058006,0.0036215,0.0011689,-0.0012039,-0.0049402,-0.0057869,-0.007753,-0.0081939,-0.008774,-0.009041,-0.0089707,-0.0095229,-0.0094408,-0.0093734,-0.010754,-0.0099824,-0.010562,-0.011762,-0.012572,-0.013333,-0.014843,-0.015676
-0.34954,-0.37519,-0.39517,-0.41123,-0.42044,-0.4285,-0.43416,-0.43373,-0.42974,-0.42413,-0.41493,-0.40366,-0.38728,-0.36489,-0.34301,-0.34301,-0.36057,-0.384,-0.39525,-0.41807,-0.43609,-0.43544,-0.44595,-0.35564,-0.32245,-0.26173,-0.21681,-0.18123,-0.15395,-0.12213,-0.089892,-0.066779,-0.05024,-0.043633,-0.04111,-0.042891,-0.047479,-0.046459
