-0.043556,-0.043732,-0.042657,-0.041788,-0.041048,-0.040636,-0.039048,-0.039213,-0.041856,-0.042314,-0.05194,-0.058038,-0.075641,-0.10431,-0.1109,-0.12494,-0.13385,-0.14875,-0.14861,-0.15481,-0.16188,-0.1602,-0.16388,-0.16347,-0.16223,-0.15775,-0.15748,-0.1578,-0.15603,-0.15524,-0.15335,-0.14826,-0.14137,-0.13227,-0.11822,-0.11384,-0.10517,-0.096932,-0.086817,-0.080147,-0.070186,-0.06891,-0.065086,-0.061208,-0.058711,-0.055311,-0.051856,-0.052581,-0.053307,-0.053976,-0.054584,-0.055261,-0.054183,-0.05364,-0.053347,-0.052964,-0.0521,-0.050594,-0.050715,-0.047372,-0.047022,-0.045393,-0.045679,-0.045906,-0.044552,-0.043577,-0.043726,-0.043845,-0.043138,-0.043073,-0.042673,-0.042251,-0.041963,-0.041914,-0.041778,-0.041761,-0.041786,-0.041683,-0.041567,-0.041462
0.96713,0.9665,0.96606,0.96616,0.96621,0.9657,0.96517,0.9643,0.96335,0.9628,0.96124,0.95961,0.9595,0.95911,0.95893,0.95756,0.9579,0.9571,0.95696,0.95618,0.95665,0.9562,0.95568,0.95507,0.95464,0.95448,0.95456,0.95483,0.95524,0.95583,0.95628,0.95643,0.95762,0.95764,0.95891,0.96003,0.9618,0.96378,0.96873,0.96896,0.97142,0.97448,0.97478,0.97669,0.97688,0.97761,0.97806,0.97832,0.97862,0.97879,0.97905,0.97922,0.97928,0.97939,0.97952,0.97958,0.97961,0.97958,0.97955,0.97945,0.97925,0.97889,0.97888,0.97831,0.97787,0.97731,0.97644,0.97593,0.97504,0.97507,0.97441,0.97382,0.97315,0.97259,0.97197,0.97076,0.97121,0.97028,0.96992,0.96821
0.94281,0.94249,0.94248,0.9424,0.94229,0.94157,0.94112,0.94083,0.9406,0.94022,0.94002,0.93964,0.93879,0.93766,0.93657,0.93589,0.93501,0.93196,0.93267,0.93116,0.9302,0.9314,0.93187,0.93232,0.93277,0.93321,0.93252,0.93214,0.93215,0.9318,0.9318,0.93203,0.93245,0.93367,0.93584,0.93793,0.94089,0.94574,0.94995,0.95044,0.95522,0.95574,0.95941,0.95909,0.96068,0.96179,0.96249,0.9629,0.9631,0.9632,0.96324,0.96318,0.96466,0.96381,0.96438,0.96461,0.96467,0.96466,0.96457,0.96445,0.96404,0.96257,0.96235,0.96081,0.96087,0.96007,0.95933,0.95885,0.95802,0.95718,0.95606,0.95519,0.95411,0.95321,0.95227,0.95134,0.95065,0.94978,0.94922,0.94854
0.99891,0.99912,0.99908,0.99908,0.99919,0.99921,0.99921,0.99915,0.99853,0.99706,0.99444,0.99073,0.98737,0.98397,0.98165,0.97912,0.9753,0.97556,0.97574,0.97572,0.97613,0.97597,0.97385,0.97124,0.9689,0.96729,0.96784,0.96905,0.96903,0.9704,0.97195,0.9737,0.97537,0.97852,0.97857,0.97998,0.98193,0.98217,0.9832,0.985,0.98606,0.98804,0.9889,0.99145,0.99218,0.99349,0.99438,0.9951,0.99584,0.99623,0.99657,0.99698,0.99731,0.99766,0.99807,0.99806,0.99815,0.99828,0.99854,0.99862,0.99851,0.99846,0.99853,0.99855,0.99856,0.99856,0.99856,0.99856,0.99856,0.99857,0.99857,0.99857,0.99857,0.99857,0.99857,0.99857,0.99856,0.99855,0.99855,0.99854
0.42547,0.42516,0.42486,0.42481,0.42445,0.4246,0.42459,0.4249,0.42787,0.42703,0.43187,0.44094,0.43555,0.44736,0.45998,0.46638,0.47709,0.48136,0.48434,0.48601,0.48694,0.4881,0.48868,0.48831,0.48506,0.48303,0.48236,0.4766,0.4703,0.45958,0.45958,0.45399,0.45309,0.45242,0.4524,0.45267,0.45273,0.45284,0.45299,0.45307,0.45289,0.45253,0.45185,0.45179,0.45028,0.449,0.445,0.44448,0.44196,0.44053,0.43976,0.43799,0.43695,0.43546,0.43353,0.43323,0.43345,0.43228,0.43251,0.43178,0.43136,0.43137,0.4312,0.43102,0.43097,0.43094,0.43081,0.43075,0.43061,0.43057,0.43054,0.43048,0.43022,0.43025,0.43001,0.42984,0.42958,0.42959,0.4296,0.42942
0.94925,0.94924,0.94925,0.94923,0.94912,0.94646,0.9441,0.94199,0.93948,0.93636,0.93231,0.92249,0.90157,0.88198,0.85939,0.83916,0.82188,0.80716,0.79466,0.78554,0.778,0.7906,0.83413,0.86672,0.89109,0.9062,0.91328,0.93379,0.93997,0.9465,0.95111,0.95343,0.95402,0.95141,0.95151,0.95037,0.9505,0.94973,0.94857,0.94762,0.94638,0.94567,0.94482,0.94427,0.94414,0.94369,0.94364,0.94365,0.94375,0.94403,0.94404,0.94435,0.94475,0.94465,0.945,0.9456,0.94568,0.946,0.946,0.94591,0.94603,0.94608,0.94608,0.94607,0.94609,0.9461,0.94611,0.94612,0.94612,0.94611,0.94611,0.94612,0.94617,0.94624,0.9463,0.94635,0.9464,0.94653,0.94666,0.94675
0.99318,0.99317,0.99299,0.99241,0.9923,0.99012,0.98312,0.97324,0.95813,0.9418,0.929,0.91769,0.91245,0.90791,0.90199,0.89837,0.90024,0.8982,0.89597,0.89499,0.89343,0.89023,0.89056,0.89985,0.91647,0.93243,0.94449,0.96597,0.97539,0.98764,0.98899,0.99167,0.99254,0.9928,0.99303,0.9929,0.9928,0.99257,0.9917,0.99129,0.99019,0.98989,0.99006,0.99024,0.98982,0.98965,0.98948,0.98945,0.98953,0.98955,0.98976,0.98993,0.99037,0.9907,0.99096,0.9913,0.99164,0.99182,0.99184,0.99191,0.99206,0.99207,0.99214,0.99219,0.99223,0.99227,0.99228,0.99229,0.99232,0.99232,0.99232,0.99234,0.99235,0.99236,0.99235,0.99235,0.99234,0.99234,0.99233,0.99233
0.99619,0.99619,0.9968,0.99734,0.99749,0.99865,0.99983,0.99978,0.99973,0.9996,0.99879,0.99843,0.99674,0.99359,0.99236,0.99027,0.98841,0.98575,0.98306,0.98198,0.98003,0.97872,0.98113,0.98135,0.98826,0.99046,0.99092,0.99258,0.99503,0.99616,0.99595,0.99545,0.99557,0.99578,0.99608,0.99643,0.99653,0.99677,0.99677,0.99722,0.99735,0.99793,0.99788,0.99741,0.9968,0.99666,0.99704,0.99739,0.99745,0.99762,0.99776,0.99789,0.99793,0.9979,0.99784,0.99783,0.99783,0.99501,0.99398,0.99632,0.99689,0.99667,0.99682,0.99693,0.99475,0.99401,0.9926,0.98803,0.99019,0.99302,0.99104,0.98786,0.98587,0.98603,0.98941,0.99321,0.99487,0.99629,0.99654,0.99697
0.41766,0.41705,0.41647,0.41595,0.41589,0.41562,0.4156,0.41573,0.41607,0.41695,0.4207,0.42393,0.42532,0.42738,0.42831,0.42966,0.43328,0.43195,0.4299,0.43201,0.43278,0.43397,0.43664,0.43947,0.44342,0.44364,0.44741,0.4472,0.44772,0.44765,0.44717,0.44651,0.44661,0.44614,0.44582,0.4453,0.44484,0.44406,0.44365,0.44233,0.44225,0.44224,0.44139,0.44021,0.43999,0.43854,0.43771,0.43631,0.43651,0.43649,0.43623,0.43461,0.43266,0.43169,0.43214,0.42983,0.42811,0.42849,0.42885,0.42776,0.42712,0.42716,0.42691,0.42689,0.42691,0.42694,0.42665,0.42668,0.42658,0.42638,0.42634,0.42633,0.4263,0.42611,0.42587,0.42574,0.42576,0.42577,0.42577,0.42583
0.94114,0.9412,0.94135,0.94133,0.9415,0.94166,0.94161,0.94145,0.94102,0.94017,0.93831,0.93659,0.93315,0.92971,0.92562,0.92108,0.92702,0.92962,0.92654,0.92143,0.91741,0.91295,0.90841,0.90359,0.90263,0.91556,0.91004,0.90579,0.90492,0.91495,0.91189,0.9084,0.90816,0.90706,0.9149,0.92006,0.92295,0.92494,0.92616,0.92687,0.92727,0.92766,0.92808,0.92962,0.92855,0.92947,0.93013,0.93006,0.9302,0.93043,0.9312,0.93277,0.93296,0.9337,0.9336,0.93354,0.93461,0.93461,0.93461,0.93452,0.93442,0.9343,0.93444,0.93444,0.9344,0.93436,0.93441,0.93441,0.93453,0.93456,0.93463,0.93471,0.93468,0.93468,0.93469,0.93464,0.93466,0.93455,0.93461,0.93451
0.98856,0.98864,0.98868,0.98869,0.9887,0.98874,0.9888,0.98898,0.98947,0.98936,0.98932,0.98888,0.98856,0.98773,0.98709,0.98667,0.98661,0.98642,0.98623,0.9859,0.98573,0.98565,0.98547,0.98528,0.98528,0.9857,0.98577,0.98554,0.98545,0.98565,0.9857,0.98532,0.98483,0.98491,0.98534,0.98588,0.98617,0.9868,0.98677,0.98672,0.98662,0.98658,0.98657,0.98644,0.98656,0.98661,0.98687,0.98708,0.98766,0.98731,0.98771,0.98791,0.98805,0.98815,0.9883,0.98841,0.98848,0.98852,0.98857,0.9886,0.98862,0.98867,0.98868,0.98868,0.98867,0.98867,0.98866,0.98871,0.98876,0.98879,0.98882,0.98884,0.98885,0.98888,0.98891,0.9889,0.9889,0.98891,0.98892,0.98891
0.9992,0.9992,0.99918,0.99916,0.99914,0.99919,0.99922,0.99922,0.99927,0.99938,0.99945,0.99954,0.99973,0.9997,0.99989,0.99942,0.99919,0.99885,0.99862,0.9984,0.99746,0.99761,0.99841,0.99909,0.99929,0.99937,0.99942,0.99943,0.99942,0.99946,0.99949,0.99956,0.99953,0.99936,0.99918,0.99913,0.99915,0.99899,0.99899,0.99927,0.9995,0.99958,0.99956,0.99955,0.99956,0.99971,0.99968,0.99982,0.99978,0.99978,0.99932,0.99783,0.99831,0.99896,0.99912,0.99923,0.99924,0.99924,0.99921,0.99841,0.99735,0.99785,0.99804,0.99828,0.99792,0.99718,0.99716,0.99699,0.99697,0.9968,0.99687,0.99762,0.99782,0.99751,0.99727,0.99708,0.99766,0.9978,0.99741,0.99807
