0.00084534,0.0026294,0.0033745,0.0025484,0.00090356,-0.0017917,-0.0015047,-0.0019659,-0.002657,-0.0035692,-0.0034412,-0.0028225,-0.0032088,-0.0028234,-0.0026546,-0.0022298,-0.0016661,-0.0012551,-0.0012062,-0.0012458,0.00075587,0.0030077,0.0076784,0.013371,0.010162,0.0076524,0.0068405,0.006334,0.0060595,0.006363,0.0067302,0.0072911,0.0080868,0.0086356,0.0090484
0.027407,0.029994,0.032166,0.03545,0.040989,0.047858,0.057859,0.070607,0.074456,0.088048,0.093409,0.11296,0.11336,0.12339,0.13816,0.14213,0.15014,0.15781,0.16908,0.17041,0.17875,0.18332,0.1918,0.1903,0.19515,0.19713,0.19712,0.19708,0.19626,0.19515,0.18845,0.18937,0.18777,0.18423,0.18245
-0.051427,-0.054905,-0.062056,-0.066274,-0.075482,-0.086182,-0.11112,-0.11209,-0.12618,-0.13981,-0.15225,-0.16337,-0.17957,-0.18449,-0.19474,-0.21233,-0.2108,-0.22017,-0.22698,-0.23175,-0.23593,-0.24096,-0.24335,-0.24572,-0.24884,-0.25121,-0.25101,-0.25099,-0.25063,-0.24989,-0.24814,-0.2478,-0.24575,-0.24352,-0.24087
-0.10995,-0.11563,-0.12185,-0.12574,-0.13089,-0.13263,-0.13226,-0.13331,-0.13591,-0.13603,-0.13629,-0.13701,-0.13824,-0.13881,-0.13883,-0.13932,-0.13996,-0.14041,-0.14058,-0.14084,-0.14069,-0.14019,-0.14005,-0.13949,-0.1357,-0.13344,-0.12353,-0.12289,-0.11196,-0.11217,-0.10848,-0.10501,-0.099788,-0.10032,-0.097886
0.020772,0.014058,0.0074418,0.0033736,0.0014782,0.0004534,0.00021747,-0.0007276,-0.0014728,-0.0031408,-0.003417,-0.0036028,-0.0046059,-0.0053036,-0.0050799,-0.0057886,-0.0066226,-0.0076486,-0.0089697,-0.0085798,-0.0081585,-0.0090199,-0.010375,-0.013275,-0.008814,-0.005819,-0.0043308,-0.0011397,-0.0021622,-0.00041026,-0.00067007,0.001344,0.0032208,0.0029196,0.0041558
-0.024852,-0.017467,-0.0077289,-0.0036717,-0.0064699,-0.0052213,-0.0053333,-0.0054504,-0.028583,-0.043254,-0.053965,-0.063348,-0.072544,-0.072194,-0.074054,-0.075643,-0.075917,-0.077449,-0.078188,-0.078631,-0.055741,-0.039907,-0.024838,-0.011058,-0.011475,-0.016804,-0.016931,-0.017689,-0.018552,-0.019548,-0.038984,-0.04138,-0.034065,-0.034529,-0.033743
-0.15499,-0.14921,-0.15006,-0.14952,-0.14935,-0.14899,-0.15015,-0.15103,-0.15685,-0.16411,-0.16714,-0.16745,-0.16984,-0.17123,-0.1727,-0.17385,-0.17481,-0.17478,-0.17446,-0.17486,-0.17066,-0.16473,-0.16067,-0.15596,-0.15827,-0.15911,-0.15797,-0.15782,-0.15793,-0.15795,-0.16109,-0.16082,-0.16222,-0.16182,-0.16185
0.057203,0.055848,0.053398,0.05317,0.052843,0.051793,0.054943,0.054593,0.053151,0.053388,0.051334,0.04818,0.045889,0.044913,0.042838,0.037357,0.033903,0.028831,0.02592,0.024564,0.024537,0.024163,0.023734,0.023321,0.01938,0.021973,0.019343,0.019598,0.020307,0.018305,0.018913,0.020362,0.019561,0.019314,0.018983
-0.019226,-0.014023,-0.0064904,0.00061127,4.8036e-06,0.00097619,0.0027115,0.0024788,0.0047589,0.0045216,0.0047642,0.0061691,0.0067277,0.006632,0.0075884,0.0080367,0.0090783,0.0096997,0.010063,0.010143,0.010345,0.011711,0.013333,0.014115,-0.0067202,-0.0031823,-0.0011318,-0.00017273,0.00086977,0.001782,0.002826,0.0035038,0.0046854,0.0053819,0.0061569
-0.21567,-0.28994,-0.32832,-0.3597,-0.37777,-0.39381,-0.40914,-0.41266,-0.41177,-0.41179,-0.41045,-0.40865,-0.40733,-0.40725,-0.40681,-0.4065,-0.40394,-0.40234,-0.4023,-0.40078,-0.39402,-0.38301,-0.37895,-0.38292,-0.39946,-0.40046,-0.33892,-0.32679,-0.30858,-0.26918,-0.22853,-0.19017,-0.16929,-0.14512,-0.12151
